fips,state,name,pop2017,age_under_5_2017,age_over_65_2017,median_age_2017,black_2017,native_2017,asian_2017,pac_isl_2017,other_single_race_2017,two_plus_races_2017,hispanic_2017,white_not_hispanic_2017,hs_grad_2017,bachelors_2017,median_household_income_2017,poverty_2017,poverty_age_under_5_2017,poverty_age_under_18_2017,uninsured_2017,unemployment_rate_2017
5083,Arkansas,Logan County,21722,5.6,18.8,42.2,1.06,0.53,0.64,0,0.77,1,2.91,90.82,83.8,12,37982,20.2,29.6,28.6,8.7,3.83
5085,Arkansas,Lonoke County,72898,6.9,12.7,35.8,3.01,0.26,0.35,0.05,0.64,1.14,4.26,86.53,88.5,20.1,57290,12.3,18.3,17,8.9,3.25
5087,Arkansas,Madison County,16339,6,18.2,42.5,0.29,0.54,0.21,0.23,0.2,1.24,5.43,90.16,79.6,11.6,42894,17.8,23.5,22.6,12.6,2.8
5089,Arkansas,Marion County,16428,4.4,27,51.8,0.09,0.61,0.22,0,0.16,0.78,2.16,94.67,86.2,16,36113,19.5,55.2,30.5,8.5,3.94
5091,Arkansas,Miller County,43984,6.6,15.7,38.5,12.33,0.57,0.23,0.03,0.44,1.13,3.05,69.43,85.1,15.8,41862,21,31.7,31.6,13,4.31
5093,Arkansas,Mississippi County,42159,7.2,13.8,36.1,17.57,0.02,0.27,0.02,0.88,0.78,4.03,58.72,82.3,12.2,36417,25.6,39.4,37.3,10.7,5.94
5095,Arkansas,Monroe County,7085,6,22,46.1,20.39,0,0.25,0,0.31,1.14,2.55,54.37,77.7,9.3,31584,28.6,58.3,46.6,11,4.26
5097,Arkansas,Montgomery County,8919,4.7,25.8,50,0.14,1.33,0.62,0,1.3,0.73,4.13,90.94,78.8,12.3,35252,18.1,22.8,29,12.5,4.82
5099,Arkansas,Nevada County,8327,6.1,19.5,43.8,16.72,0.04,0.72,0.01,0,0.64,0.4,63.36,85.8,17,36995,23,34.2,34.4,11.4,3.54
5101,Arkansas,Newton County,7828,4.4,23.9,48.8,0.01,0.77,0.27,0,0,1.19,1.37,94.32,81.1,15.7,38134,17.8,20.9,23.1,9,3.58
5103,Arkansas,Ouachita County,23868,6.4,18.6,42.8,20.45,0.11,0.03,0,0.05,0.74,2.14,55.55,85.2,15.3,32136,26,50.6,41,9.6,4.57
5105,Arkansas,Perry County,10348,5.9,18.9,43.7,1.16,0.25,0.04,0,0.71,1.13,2.82,92.25,83.4,12.9,46168,17.8,20.5,28.4,8.2,4.16
5107,Arkansas,Phillips County,18572,7.3,16.9,38.2,31.38,0.01,0.03,0,0.02,0.45,1.73,34.57,75.8,11.3,26652,33,65.2,53.3,13.1,5.81
5109,Arkansas,Pike County,10726,5.7,19.3,41.8,1.4,0.22,0.4,0,2.2,1.02,6.55,87.56,83.3,14.9,36893,17.3,31,22.7,12,4.06
5111,Arkansas,Poinsett County,24154,6.5,17.2,39.7,2.8,0.12,0.03,0,0.41,2.28,2.84,87.4,79.5,9.8,37487,21.4,41,34.6,13.2,4.12
5113,Arkansas,Polk County,20118,6.1,21.6,43.8,0.25,0.64,0.24,0,1.42,1.6,6.44,88.03,85.2,12.5,33870,26.6,39.8,35,14.1,4.49
5115,Arkansas,Pope County,63835,6.3,14.7,34.9,1.47,0.21,0.51,0,0.8,1.44,8.51,84.74,84,22.2,40668,19.8,28.5,24.1,10.6,4.4
5117,Arkansas,Prairie County,8248,5.4,22.7,45.7,6.69,0.22,0.01,0,0.11,0.32,0.57,84.96,82.8,13.8,41244,16.8,21.9,23.4,10.4,4.05
5119,Arkansas,Pulaski County,393956,6.9,14,36.7,18.05,0.11,1.06,0.02,0.8,1.42,6.01,53.19,90.4,33.7,48850,17.3,28.6,26,10.1,3.38
5121,Arkansas,Randolph County,17557,5.7,19.9,42.2,0.47,0.35,0,0,0.21,0.85,1.87,95.06,82.5,14.5,35930,20.9,42.1,28.6,10,4.15
5123,Arkansas,St. Francis County,25930,6.3,14.6,38.4,27.78,0.16,0.26,0,0.62,0.54,2.64,40.39,78.7,9.5,33102,27.5,49.6,42.9,12.2,5.08
5125,Arkansas,Saline County,119323,6,16.8,39,3.21,0.17,0.56,0.06,0.26,0.95,4.46,85.87,90.1,25.5,58985,8,12.3,9.9,7.6,3
5127,Arkansas,Scott County,10445,6.4,19.4,41.2,0.1,0.66,1.77,0,1.18,1.41,7.51,84.49,78,10.2,37396,20.5,32.1,30.9,8.5,3.41
5129,Arkansas,Searcy County,7938,4.6,24.9,47.3,0.09,0.52,0.67,0,0.28,1.18,2.21,93.45,83.5,13.1,36716,17.4,17.4,17.9,11.6,4.55
5131,Arkansas,Sebastian County,128107,6.6,14.8,37.3,3.38,0.62,2.15,0.01,2.92,2.06,13.74,70.44,82.6,19,40932,22.5,33.7,33.3,12.5,3.61
5133,Arkansas,Sevier County,17115,8.1,14,35,2.42,0.91,0.19,0.12,13.01,1.15,32.87,58.34,71.8,10.6,43675,21.2,29.5,31.5,16.9,4.51
5135,Arkansas,Sharp County,17393,5,25.6,47.3,0.28,0.25,0.21,0,0.15,1.52,2.14,93.87,82.8,10.5,31792,23.3,48.6,34.3,10.5,4.92
5137,Arkansas,Stone County,12537,4.6,25.8,49.5,0.04,0.32,0.04,0,0.12,1.23,1.82,94.94,76.8,13.4,33091,24.2,26.1,36.7,10,4.74
5139,Arkansas,Union County,39449,6.6,16.8,39.7,16.35,0.48,0.27,0,0.19,0.47,3.79,61.08,83.9,20.1,41106,20.1,32.8,30.1,12.1,5.29
5141,Arkansas,Van Buren County,16506,4.7,25.1,47.6,0.23,0.31,0.06,0,0.2,1.35,2.92,93.68,84.8,12.9,34428,19.6,31.2,29.1,12.9,5.42
5143,Arkansas,Washington County,231996,7.2,10.9,31.5,1.74,0.42,1.22,1,5.07,1.63,16.46,71.92,84.2,31.9,47452,18,24.7,20.9,12.6,2.53
5145,Arkansas,White County,79016,6.5,15.4,36.3,2.03,0.13,0.34,0.01,0.65,1.28,4.2,88.44,84.6,20.8,44074,16.6,19.7,19.3,10.2,4.53
5147,Arkansas,Woodruff County,6571,5.8,21.6,45.3,13.74,0,0.74,0.04,0.04,0.6,0.49,69.2,77.1,11.4,30097,26,49.2,34,11.1,4.85
5149,Arkansas,Yell County,21523,6.4,16.5,39.7,1.21,0.41,0.77,0,6.86,0.34,19.73,75.58,78.9,13.7,39696,17.8,42.1,27.3,10.6,4
6001,California,Alameda County,1663190,6,12.8,37.3,5.54,0.31,14.46,0.42,4.76,3.19,22.52,32.21,87.5,44.7,85743,11.3,12.6,12.8,6.9,3.64
6003,California,Alpine County,1120,1.9,27.5,44.9,0.75,10.93,0.33,0.33,0,3.33,9.73,64.59,89.8,25.6,63438,19.8,21.7,14.8,12.1,6.13
6005,California,Amador County,38626,3.9,25.6,50.6,1.07,0.4,0.78,0.11,1.83,2.32,13.25,79.27,89.7,22.1,60636,10.6,19.6,19.1,5.6,4.9
6007,California,Butte County,229294,5.5,17.3,36.9,0.75,0.58,2.26,0.09,2.14,3.05,15.74,72.9,88.8,26.6,46516,20.5,22.2,20.9,8.4,5.74
6009,California,Calaveras County,45670,4.2,25.7,51.6,0.29,0.55,0.58,0.23,0.52,1.93,11.47,81.97,90,19.3,54800,12.8,15.3,18.4,6.6,4.73
6011,California,Colusa County,21805,7.2,13.4,34.7,0.46,0.57,0.76,0.04,2.72,1.3,58.38,36.31,69.4,15.7,56481,14,19.4,20.6,13.6,14.34
6013,California,Contra Costa County,1147439,5.8,14.6,39.2,4.29,0.24,8.01,0.25,4.58,3.33,25.27,44.93,89.1,40.7,88456,9.8,12.7,12.1,7.2,3.8
6015,California,Del Norte County,27470,6,15.9,38.7,0.9,3.93,1.41,0.04,1.66,3.67,19.24,62.8,81.6,14.4,41287,23.2,27.5,29.1,8.1,6.43
6017,California,El Dorado County,188987,4.6,18.9,45.5,0.48,0.36,2.13,0.09,1.36,1.83,12.58,78.45,92.9,33.3,74885,9.8,12,11.4,6,4.36
6019,California,Fresno County,989255,8.1,11.4,31.8,2.46,0.5,5.04,0.1,8.15,1.98,52.43,30.23,74.7,20.1,48730,25.4,41.7,36.2,11.7,8.47
6021,California,Glenn County,28094,7.3,14.9,36.8,0.39,0.97,1.3,0.2,4.55,1.07,40.83,52.49,72.5,13,46260,19.6,27.8,25.5,11.8,7.46
6023,California,Humboldt County,136754,5.5,16.1,37.7,0.59,2.6,1.45,0.15,1.96,2.89,11.06,74.88,90.5,29.4,43718,20.8,21.2,21.3,12.3,4.19
6025,California,Imperial County,182830,8.4,12.1,32.2,1.33,0.55,0.72,0.07,12.46,2.31,83.41,11.32,68.4,14.3,44779,23.8,30.7,30.7,11.8,19.07
6027,California,Inyo County,18026,5.7,21.8,45.6,0.48,5.75,0.75,0.09,1.12,1.45,21.4,63.52,88.6,25.3,51500,10.2,18.2,12.4,7.7,4.39
6029,California,Kern County,893119,8.2,10.2,31.3,2.74,0.55,2.35,0.09,5.03,1.68,52.22,35.35,73.8,15.8,50826,22.6,34.3,31,11.2,9.21
6031,California,Kings County,150101,7.9,9.5,31.5,3.2,0.75,1.9,0.12,8.94,2.1,53.74,33.11,72.9,13,49742,20.9,26.5,28.4,10.3,8.87
6033,California,Lake County,64246,5.6,21.2,45.8,1.16,1.72,0.74,0.03,6.2,1.27,19.42,71.7,84.7,15.3,40446,22.8,33.9,31.1,11.8,5.74
6035,California,Lassen County,31163,4.5,12.7,36.2,4.37,1.54,0.74,0.35,1.37,0.94,18.52,66.13,82.3,12.4,54083,14.6,14.8,19.8,7,5.58
6037,California,Los Angeles County,10163507,6.3,12.5,36,4.1,0.34,7.23,0.14,10.4,1.91,48.42,26.49,78.2,31.2,61015,17,24,23.7,13.3,4.69
6039,California,Madera County,156890,7.6,13.1,33.7,1.6,0.83,1.07,0.07,6.5,1.6,56.88,35.06,71.6,13.8,48210,22.1,33.9,31.2,11.7,8.05
6041,California,Marin County,260955,4.8,20.3,46.1,1.1,0.13,2.86,0.09,4.37,2.36,15.87,71.46,93.2,57.5,104703,8.1,12.2,9.2,5.2,2.86
6043,California,Mariposa County,17569,4.3,26,51.1,0.61,1.32,0.48,0.16,0.87,2.06,10.59,81.03,90.1,24.4,51385,15.1,15,15.4,4.9,5.9
6045,California,Mendocino County,88018,5.9,19.7,42.4,0.35,2.12,0.86,0.11,2.65,2.55,24.46,65.92,86.9,24.8,46528,19.1,26.1,23.5,11.2,4.48
6047,California,Merced County,272673,8,10.7,30.8,1.61,0.34,3.78,0.09,13.18,2.27,58.21,28.83,68.9,13.8,46338,23.3,37.5,33.2,11.1,9.3
6049,California,Modoc County,8859,4.2,24.6,47.8,0.36,2.04,0.58,0.04,0.17,1.09,14.61,78.02,85.5,16.6,39296,18.1,20.1,19.4,16,8.05
6051,California,Mono County,14168,3.5,13.7,38.3,0.26,1.33,1,0,3.34,1.43,27.14,66.07,84.7,31.5,60595,9.9,15.8,11.9,16.8,4.44
6053,California,Monterey County,437907,7.6,12.4,33.9,1.3,0.33,2.87,0.24,10.75,2.06,57.93,30.61,71.2,23.9,63249,14.7,23,21.2,13.7,7.18
6055,California,Napa County,140973,5.3,17.4,40.8,1.06,0.44,3.95,0.11,6.23,1.89,33.72,53.2,84.7,34.6,79637,8.2,11.9,8.8,7.4,3.66
6057,California,Nevada County,99814,4.3,24.4,49.8,0.29,0.47,0.57,0.05,0.92,1.65,9.22,85.38,93.5,35.8,60610,12.1,13.5,14,9.7,4.11
6059,California,Orange County,3190400,6,13.5,37.5,0.84,0.23,9.84,0.15,5.92,1.95,34.2,41.4,84.7,39.1,81851,12.1,16,16.1,10.4,3.5
6061,California,Placer County,386166,5.4,18.2,41.6,0.77,0.27,3.47,0.12,1.55,2.45,13.64,73.8,94.5,37.5,80488,8.2,9.7,7.8,6.1,3.84
6063,California,Plumas County,18742,4.4,25.8,52.1,0.43,1.06,0.4,0.15,0.98,2.17,8.54,83.53,93.6,22.6,50266,13.3,17.7,12.6,6.6,8.87
6065,California,Riverside County,2423266,6.7,13.5,35,3.16,0.42,3.15,0.15,10.08,2.25,47.98,36.57,81.1,21.5,60807,15.6,22.8,20.9,12.3,5.24
6067,California,Sacramento County,1530615,6.6,13,35.9,4.93,0.35,7.67,0.54,3.65,3.52,22.78,45.75,87,29.9,60239,16.7,25.2,22.2,8.4,4.64
6069,California,San Benito County,60310,6.6,11.7,35.4,0.38,0.36,1.41,0.11,4.42,2.31,58.91,35.57,79.1,19.2,80760,9.7,18.8,14.1,9.6,5.82
6071,California,San Bernardino County,2157404,7.3,10.6,32.9,4.21,0.4,3.46,0.16,8.49,2.34,52.28,29.82,79.2,19.8,57156,18.2,27.3,25.5,11.6,4.9
6073,California,San Diego County,3337685,6.5,12.9,35.4,2.51,0.32,5.85,0.22,3.16,2.54,33.36,46.2,86.7,37.4,70588,13.3,16.8,16.7,10.4,4
6075,California,San Francisco County,884363,4.5,14.9,38.3,2.64,0.19,17.09,0.19,3.75,2.53,15.27,40.84,87.9,55.8,96265,11.7,8.6,10.9,5.5,2.9
6077,California,San Joaquin County,745424,7.3,12,33.9,3.48,0.3,7.55,0.29,5.56,4.87,40.82,33.17,78.4,18.1,57813,17.1,24.7,22.8,9.7,6.96
6079,California,San Luis Obispo County,283405,4.9,18.1,39,0.96,0.36,1.83,0.05,2.11,1.74,22.2,69.38,90.5,34,67175,13.8,12.4,12.3,8.6,3.58
6081,California,San Mateo County,771410,5.9,15.1,39.6,1.22,0.17,13.81,0.71,5.39,2.67,24.89,39.92,88.9,48.5,105667,7.3,7.9,8.3,5.8,2.68
6083,California,Santa Barbara County,448150,6.4,14.3,33.7,0.94,0.44,2.7,0.08,6.31,2.19,44.82,45.31,80.4,33.3,68023,15.4,19.7,18.9,12,4.49
6085,California,Santa Clara County,1938153,6.3,12.6,37,1.26,0.24,17.57,0.19,5.52,2.46,26.07,32.56,87.6,50,106761,8.6,9.5,9.4,6.2,3.21
6087,California,Santa Cruz County,275897,5.4,14.2,37.3,0.44,0.28,2.3,0.05,6,2.31,33.34,57.82,86.4,39.8,73663,14.7,16.9,16.6,8.3,5.67
6089,California,Shasta County,179921,5.9,19.4,41.8,0.56,1.23,1.48,0.04,1.04,2.18,9.62,80.44,90.7,21.4,47258,18.1,28.2,24.7,9.4,5.8
6091,California,Sierra County,2999,3.7,26.4,55,0.07,0.49,0,0,0.02,0.95,10.05,86.97,92.9,21.4,44190,12.3,2.8,10.6,9.4,6.53
6093,California,Siskiyou County,43853,5.2,23.4,47.9,0.78,1.74,0.79,0.18,0.79,3.15,11.99,77.16,89.3,22.7,40884,20.7,29.3,26.4,8.3,7.24
6095,California,Solano County,445458,6.1,14.2,37.7,7.1,0.24,7.64,0.44,4.54,3.68,25.77,38.95,87.6,25.6,72950,11.5,18.1,16.1,7.4,4.75
6097,California,Sonoma County,504217,5.2,17.4,41.4,0.78,0.57,1.96,0.17,6.2,2.65,26.35,63.84,87.7,33.8,71769,10.7,12.9,12.5,8.4,3.36
6099,California,Stanislaus County,547899,7.3,12.3,33.9,1.41,0.35,2.75,0.34,5.6,2.15,44.95,43.35,77.8,16.7,54260,17.2,24.5,22.8,9.2,7.47
6101,California,Sutter County,96648,6.9,14.6,35.7,1.03,0.47,7.62,0.28,2.19,3.25,30.25,47.33,78.7,17.5,54347,16.7,26.6,23.1,11.8,8.6
6103,California,Tehama County,63926,6.1,18.5,41.1,0.3,1.19,0.72,0.02,2.77,2.02,24.22,69.22,84,14.4,42512,20.9,34.3,30.2,8.8,6.37
6105,California,Trinity County,12709,4.4,25.5,51.4,0.4,2.14,0.62,0.45,1.6,1.51,7.19,82.81,89.8,19.5,36563,19.9,30.4,24.5,14.1,6.03
6107,California,Tulare County,464493,8.6,10.7,30.6,0.78,0.63,1.75,0.07,5.76,1.57,63.61,29.51,68.6,13.8,44871,27.1,39,36,12.2,10.42
6109,California,Tuolumne County,54248,4.5,24.1,48.6,0.9,0.86,0.56,0.14,1.52,2.24,11.85,80.83,90.7,20.6,54325,13.6,17.7,13,6.6,5.39
6111,California,Ventura County,854223,6.2,14.1,37.5,0.87,0.41,3.6,0.1,2.92,2.18,42.25,46.13,84,32.6,81972,10.3,16.4,14,10.8,4.49
6113,California,Yolo County,219116,5.8,11.5,30.9,1.25,0.31,6.85,0.21,4.67,3.11,31.41,47.53,86.1,40.6,61621,19.4,17.1,16.1,7.7,5.01
6115,California,Yuba County,77031,8.1,11.6,32.4,1.66,0.69,3.23,0.2,3.53,4.11,27.44,56.29,82.1,16.4,51776,18.5,25.2,24.2,10.2,7.44
8001,Colorado,Adams County,503167,7.5,9.6,33.4,1.61,0.6,1.95,0.06,2.59,1.74,39.33,51.09,82.6,23.1,64087,12.2,17.9,16.2,13.4,3.06
8003,Colorado,Alamosa County,16551,6.8,12.5,30.3,1.25,1.28,0.62,0.11,2.19,1.5,45.81,48.63,83.1,26.2,36315,27.8,42.7,33.6,13.3,3.43
8005,Colorado,Arapahoe County,643052,6.4,12,36.4,5.23,0.29,2.86,0.11,3.33,2.22,18.89,61.31,92.3,41.6,69553,9.9,15,12.9,9.8,2.78
8007,Colorado,Archuleta County,13315,4.9,23.3,49.8,0.7,1.24,0.37,0,5.11,0.54,18.34,76.72,90.5,37,48016,11.6,18.3,21.3,15.7,3
8009,Colorado,Baca County,3562,5.3,25.2,47.6,0.77,0.54,0,0,0.34,0.7,10.5,85.7,85.5,21.4,35898,19.5,40,28.7,11,1.64
8011,Colorado,Bent County,5938,3.7,16.9,40.4,3.03,0.48,0.22,0,0.66,0.65,31.98,60.8,84.9,10.3,32500,24.5,39,32.4,14,2.7
8013,Colorado,Boulder County,322514,4.8,12.6,36.2,0.43,0.27,2.26,0.04,1.21,1.47,13.75,78.16,94.6,60.4,75669,13.1,12.9,11.3,6.2,2.43
8014,Colorado,Broomfield County,68341,5.8,12.5,37.8,0.56,0.23,3.24,0,1.09,1.81,12.07,77.61,95.8,53.4,85639,5.2,3.4,4.2,5.3,2.63
8015,Colorado,Chaffee County,19638,3.6,24.1,49.9,0.8,0.21,0.39,0,0.45,1.32,10.07,85.31,91.6,32.4,53762,9.6,14.3,8.2,12.6,2.33
8017,Colorado,Cheyenne County,1845,8.9,12.8,35.8,0.02,0.09,1.53,0.07,0.05,1.06,14.9,80.02,90.3,21.9,54907,11.8,18.3,10.2,16.4,1.75
8019,Colorado,Clear Creek County,9574,4.1,17.9,47.2,0.44,0.32,0.43,0.1,0.3,1.26,6.13,89.88,97.9,46.4,68534,6.8,9.8,7.7,9.6,2.61
8021,Colorado,Conejos County,8184,7.2,17.5,38.2,0.24,1.02,0.04,0.06,2.34,0.96,53.44,43.93,85,19.2,35657,21.1,27.9,27,14.2,4.21
8023,Colorado,Costilla County,3776,4.7,26.3,51,0.18,0.73,0.74,0,0.92,1.56,63.78,32.08,77.8,20.9,29000,29.6,50.9,49.9,14.9,3.55
8025,Colorado,Crowley County,5810,3.2,13.3,38.2,2.15,0.71,0.24,0,0.88,2.53,30.7,62.37,84.9,8.1,35292,24.6,30.9,30.7,9.1,3.09
8027,Colorado,Custer County,4874,3.1,33.5,58.2,1.24,0.48,0,0.03,0.31,1.33,4.55,89.72,93.7,33.3,41330,15.7,42.8,25.7,12,3.03
8029,Colorado,Delta County,30568,5.1,24,47.8,0.58,0.48,0.48,0,0.81,0.66,14.98,81.62,88.9,19.4,42487,16.5,23.7,22.1,12.9,3.89
8031,Colorado,Denver County,704621,6.4,11.2,34.4,4.75,0.48,1.8,0.07,2.74,1.72,30.52,53.61,86.7,46.5,60098,15.1,20.9,22.5,11.5,2.75
8033,Colorado,Dolores County,2067,3.6,24.4,49.4,0,0.43,0,0,0.03,1.67,4.55,91.3,90.9,19.8,40352,14.1,41.3,19.7,7.3,2.99
8035,Colorado,Douglas County,335299,6.2,10.4,38.1,0.59,0.13,2.21,0.03,0.7,1.51,8.33,83.31,97.9,58,111154,3.6,3.8,3.6,3.6,2.39
8037,Colorado,Eagle County,54772,5.9,9.4,36.5,0.43,0.21,0.44,0.04,3.6,0.84,29.56,67.31,89.9,45.1,83803,7.7,9.6,9.9,16.9,2.32
8039,Colorado,Elbert County,25642,4.1,14.2,45.6,0.33,0.36,0.42,0.01,0.53,1.3,6.53,89.38,96.3,35,92849,4.8,3,4,7.2,2.44
8041,Colorado,El Paso County,699232,6.9,11.8,34,3.07,0.33,1.37,0.21,2.38,2.86,16.5,69.91,93.7,37.3,62535,11.1,15.6,14,7.9,3.27
8043,Colorado,Fremont County,47559,3.8,20.5,44.8,2.3,0.62,0.36,0.03,0.61,0.95,13,79.47,89.8,17.1,44712,15.8,24.7,24.3,8.6,4.29
8045,Colorado,Garfield County,59118,7,11.4,36.2,0.2,0.49,0.4,0.01,3.76,1.26,28.09,68.64,87.5,30.2,66503,9.6,9.6,11.6,19.8,2.88
8047,Colorado,Gilpin County,6013,4.1,15,45.2,0.29,0.63,0.14,0,1.04,1.49,9.22,86.17,98,36.6,72544,5.6,14.5,5.5,9.4,2.03
8049,Colorado,Grand County,15321,3.9,15.7,44.1,0.19,0.01,0.94,0.36,1.61,0.15,8.07,86.86,95.4,38.4,66489,13.1,17.9,21.1,17.7,2.24
8051,Colorado,Gunnison County,16939,4.6,11.8,34.5,0.23,0.43,0.29,0.04,0.22,0.92,9.12,87.41,95.7,53.7,52651,14.1,9.3,6.8,13,2
8053,Colorado,Hinsdale County,794,3.5,26.7,57.2,0,1.16,0,0,0.67,0.79,5.98,90.85,92.8,40.8,53056,12,75.9,15.5,9.3,2.24
8055,Colorado,Huerfano County,6662,1,30.3,54.9,0.32,0.95,0.05,0,0.57,0.68,34.73,64.19,90.5,23.6,35801,14.8,33.3,19.6,12.4,5.74
8057,Colorado,Jackson County,1385,6.5,21.3,49.2,0,0.18,0,0,3.02,0.18,24.42,74.85,85.1,16.5,45994,12.8,11.2,22.5,9.2,1.77
8059,Colorado,Jefferson County,574613,5.3,15.1,40.4,0.55,0.4,1.35,0.03,0.88,1.37,15.16,78.66,94.3,43.1,75170,7.8,10.7,9.6,6.9,2.63
8061,Colorado,Kiowa County,1376,10.8,21.3,41.1,0.29,0,0,0,0,3.51,4.39,88.01,95.4,21,39250,10.6,9.5,11.3,6.9,1.8
8063,Colorado,Kit Carson County,7158,6.3,17.4,38.4,1.59,0.07,0.18,0.25,1.7,0.5,19.25,76.27,86.8,15.8,45881,11.5,15,16.2,13.9,1.82
8065,Colorado,Lake County,7778,4.9,11.2,39.3,0.06,0.15,0.32,0.23,4.61,0.57,33.93,64.27,86.8,31.2,46176,12.8,10.7,10.5,16.1,2.16
8067,Colorado,La Plata County,55589,5.1,15,39.7,0.25,2.96,0.32,0.02,0.93,1.17,12.57,79.04,95.2,43.1,62533,9.6,5.9,8.7,11,2.45
8069,Colorado,Larimer County,343976,5.4,14.2,35.7,0.46,0.32,1.03,0.05,0.94,1.58,11.18,83.18,95.8,45.9,64980,12.4,9.4,10.5,7.3,2.43
8071,Colorado,Las Animas County,14238,4.5,22.3,46,0.45,1.79,0.41,0.07,2.61,2.11,42.43,52.71,87.3,20.2,40586,17,22.3,21.4,10.3,4.05
8073,Colorado,Lincoln County,5546,5.6,17.2,38.5,4.57,0.52,0.08,0.13,0.24,0.5,22.7,66.39,87.8,13.2,44725,14,14.7,14.9,5.7,2.12
8075,Colorado,Logan County,21896,7.5,16.6,37.5,0.58,0.43,0.48,0,0.33,2.26,15.54,78.06,88,19,44876,16.8,40.5,21.6,11,2.35
8077,Colorado,Mesa County,151616,5.9,17.3,38.9,0.37,0.38,0.36,0.07,0.63,1.17,14.23,81.76,90.2,27.2,51971,16,25.6,21.3,11.6,3.98
8079,Colorado,Mineral County,766,1.6,32.4,58.5,0.9,0.6,0.18,0,4.26,1.26,12.59,83.81,96.4,39.3,50385,12,76.9,17.1,6.6,1.99
8081,Colorado,Moffat County,13131,6.2,13.2,37.7,0.48,0.3,0.09,0.29,0.47,0.93,14.92,81.45,90.1,17.2,53010,10.1,12.8,7.8,14.7,3.32
8083,Colorado,Montezuma County,26140,6.1,20.1,44.1,0.19,5.95,0.05,0.06,0.82,1.43,12.24,73.09,90,28,45645,16.8,34.3,25.9,15.4,4
8085,Colorado,Montrose County,41784,5.6,21.8,44.7,0.21,0.4,0.41,0.19,1.18,0.82,20.45,76.22,89.3,23.4,44865,17.8,44.8,27.7,13,3.3
8087,Colorado,Morgan County,28192,7.2,15.2,36.6,1.54,0.2,0.27,0.05,1.98,2.22,35.75,59.25,80.5,17.2,51456,9.3,14.4,12.1,8,2.44
8089,Colorado,Otero County,18326,6,19.3,40.2,0.38,0.75,0.5,0.43,1.83,1.01,41.54,54.49,85.3,17.7,35051,22.9,37.4,29.7,10.4,4.14
8091,Colorado,Ouray County,4794,2.7,26.4,53.7,0,0.16,0.26,0.04,0.03,0.47,5.65,92.48,98,49.4,61333,10.4,22.5,11.6,11.6,2.88
8093,Colorado,Park County,17905,3.8,18.2,50.6,0.1,0.54,0.55,0.37,0.27,0.69,5.86,89.67,96.4,28.5,61644,6.6,16.1,7.3,9.1,2.4
8095,Colorado,Phillips County,4292,6.4,17.4,38.5,0.15,0.52,0.18,0,1.16,1.06,20.08,77.4,89.3,21.6,50076,8.1,6.5,3.2,13.4,1.66
8097,Colorado,Pitkin County,17890,4.4,16.6,43.3,0.76,0.09,0.69,0,1.85,0.77,9.82,85.72,95.3,61.2,67755,7.1,7.1,5.9,13.2,3.09
8099,Colorado,Prowers County,12070,6.7,16.7,37.4,0.24,0.13,0.32,0,0.69,1.04,37.18,60.03,81.3,16,41740,18.3,31.9,23.4,12.3,2.62
8101,Colorado,Pueblo County,166475,5.9,17.4,38.8,1.11,1.78,0.44,0.04,5.69,2.07,42.73,52.43,88.8,21.7,42386,19.8,29.5,26.2,8.1,4.33
8103,Colorado,Rio Blanco County,6420,6,13.7,35.9,0.15,0.07,0.05,0.06,0.13,1.01,9.93,88.35,92.2,20.9,57991,11.8,8.1,15.4,10.9,3.86
8105,Colorado,Rio Grande County,11301,6.1,18.3,40.7,0.3,1.19,0.11,0.1,1.76,0.71,44.58,52.16,83.3,23.7,38534,18.1,22.9,22.7,13.3,4.33
8107,Colorado,Routt County,25220,4.2,13.1,39.9,0.4,0.32,0.54,0.01,0.94,0.43,6.91,89.76,96.1,51.6,67472,10.7,13,10.9,9,2.38
8109,Colorado,Saguache County,6626,5.2,19.8,48.8,0,0.68,0.55,0,1.98,1.58,37.05,58.25,80.5,26,34765,21,27.1,27.2,19.6,4.44
8111,Colorado,San Juan County,715,5.3,17,46.9,0,0.26,0,0,1.14,0,13.36,86.12,96.5,29.8,46397,3.3,0,0,12,2.23
8113,Colorado,San Miguel County,7967,4.4,11.3,42,0.09,0.21,0.63,0,0.38,0.85,9.88,86.92,93.6,54.1,62243,10.5,10.8,10.7,10.5,2.85
8115,Colorado,Sedgwick County,2344,7.2,25,48.4,0.64,0.51,0.76,0,1.21,1.8,11.16,82.52,90.8,20.8,49583,17,24.8,24.3,9.5,2.22
8117,Colorado,Summit County,30585,4.3,11.3,39.2,0.48,0.13,0.22,0.12,3.02,0.99,13.99,81.95,93.4,47.8,73538,10.3,25.9,15,21.4,1.86
8119,Colorado,Teller County,24646,3.9,19.2,49.8,0.33,0.19,0.56,0,0.41,1.25,6.18,89.47,95.1,34.1,66809,7.5,8.2,6.8,9.4,3.24
8121,Colorado,Washington County,4938,5,19.3,42.2,0.54,0.14,0.23,0,0.62,0.63,9.57,87.75,93,16.6,51458,9.9,20.6,10.3,6,1.93
8123,Colorado,Weld County,304633,7.3,11.4,34.2,0.56,0.36,0.68,0.05,2.6,1.36,29.02,66.41,87.7,27,66489,11.2,14.7,13,9,2.67
8125,Colorado,Yuma County,10075,7.7,17.6,35.8,0.74,0.16,0,0,1.41,0.94,22.64,75.67,85.4,21,44668,14.3,23.1,21.7,13.3,1.62
