Vaccine,Geography Type,Geography,FIPS,Survey Year,Dimension Type,Dimension,Estimate (%),95% CI (%),Sample Size
Pneumococcal,States/Local Areas,Tennessee,47,2010,18-64 Years at Increased Risk,"Black, Non-Hispanic",22.7,14.9 to 30.5,194
Pneumococcal,States/Local Areas,Texas,48,2010,18-64 Years at Increased Risk,"Black, Non-Hispanic",35.9,26.8 to 45.0,356
Pneumococcal,States/Local Areas,TX-Bexar County,151,2010,18-64 Years at Increased Risk,"Black, Non-Hispanic",NR,,13
Pneumococcal,States/Local Areas,TX-City of Houston,152,2010,18-64 Years at Increased Risk,"Black, Non-Hispanic",35.0,20.3 to 49.7,101
Pneumococcal,States/Local Areas,TX-El Paso County,153,2010,18-64 Years at Increased Risk,"Black, Non-Hispanic",NR,,7
Pneumococcal,States/Local Areas,TX-Harris County,1521,2010,18-64 Years at Increased Risk,"Black, Non-Hispanic",35.0,20.3 to 49.7,101
Pneumococcal,States/Local Areas,TX-Rest of state,154,2010,18-64 Years at Increased Risk,"Black, Non-Hispanic",36.1,23.6 to 48.6,224
Pneumococcal,HHS Regions/National,Region 10,110,2010,18-64 Years at Increased Risk,"Black, Non-Hispanic",33.2,18.8 to 47.5,77
Pneumococcal,States/Local Areas,Utah,49,2010,18-64 Years at Increased Risk,"Black, Non-Hispanic",NR,,11
Pneumococcal,States/Local Areas,Vermont,50,2010,18-64 Years at Increased Risk,"Black, Non-Hispanic",NR,,8
Pneumococcal,States/Local Areas,Virginia,51,2010,18-64 Years at Increased Risk,"Black, Non-Hispanic",32.1,23.2 to 40.9,217
Pneumococcal,States/Local Areas,Washington,53,2010,18-64 Years at Increased Risk,"Black, Non-Hispanic",36.7,19.8 to 53.7,57
Pneumococcal,States/Local Areas,West Virginia,54,2010,18-64 Years at Increased Risk,"Black, Non-Hispanic",NR,,27
Pneumococcal,States/Local Areas,Wisconsin,55,2010,18-64 Years at Increased Risk,"Black, Non-Hispanic",28.6,16.4 to 40.9,179
Pneumococcal,States/Local Areas,Wyoming,56,2010,18-64 Years at Increased Risk,"Black, Non-Hispanic",NR,,8
Pneumococcal,States/Local Areas,Alabama,01,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",31.6,26.3 to 37.0,592
Pneumococcal,States/Local Areas,Alaska,02,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",NR,,22
Pneumococcal,States/Local Areas,Arizona,04,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",NR,,24
Pneumococcal,States/Local Areas,Arkansas,05,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",22.0,12.5 to 31.5,174
Pneumococcal,States/Local Areas,California,06,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",29.8,21.9 to 37.8,188
Pneumococcal,States/Local Areas,Colorado,08,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",31.3,17.5 to 45.1,63
Pneumococcal,States/Local Areas,Connecticut,09,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",29.9,18.8 to 41.1,147
Pneumococcal,States/Local Areas,Delaware,10,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",28.8,20.7 to 37.0,217
Pneumococcal,States/Local Areas,District of Columbia,11,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",37.9,31.9 to 44.0,565
Pneumococcal,States/Local Areas,Florida,12,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",29.1,20.8 to 37.3,266
Pneumococcal,States/Local Areas,Georgia,13,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",28.7,23.6 to 33.7,595
Pneumococcal,States/Local Areas,Hawaii,15,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",NR,,9
Pneumococcal,States/Local Areas,Idaho,16,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",NR,,1
Pneumococcal,States/Local Areas,Illinois,17,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",32.2,21.5 to 42.8,160
Pneumococcal,States/Local Areas,IL-City of Chicago,171,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",33.1,19.7 to 46.4,96
Pneumococcal,States/Local Areas,IL-Cook County,1711,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",33.1,19.7 to 46.4,96
Pneumococcal,States/Local Areas,IL-Rest of state,172,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",32.5,14.4 to 50.6,63
Pneumococcal,States/Local Areas,Indiana,18,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",24.9,16.8 to 33.1,280
Pneumococcal,States/Local Areas,Iowa,19,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",36.5,17.4 to 55.6,34
Pneumococcal,States/Local Areas,Kansas,20,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",27.0,19.6 to 34.4,244
Pneumococcal,States/Local Areas,Kentucky,21,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",36.6,25.4 to 47.9,379
Pneumococcal,States/Local Areas,Louisiana,22,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",29.1,24.2 to 34.1,809
Pneumococcal,States/Local Areas,Maine,23,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",NR,,19
Pneumococcal,States/Local Areas,Maryland,24,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",33.0,27.1 to 38.9,527
Pneumococcal,States/Local Areas,Massachusetts,25,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",36.9,28.2 to 45.5,335
Pneumococcal,States/Local Areas,Michigan,26,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",32.0,24.9 to 39.2,402
Pneumococcal,States/Local Areas,Minnesota,27,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",28.9,19.3 to 38.4,158
Pneumococcal,States/Local Areas,Mississippi,28,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",23.0,19.3 to 26.7,911
Pneumococcal,States/Local Areas,Missouri,29,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",35.7,26.2 to 45.1,190
Pneumococcal,States/Local Areas,Montana,30,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",NR,,2
Pneumococcal,States/Local Areas,Nebraska,31,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",42.7,33.2 to 52.2,217
Pneumococcal,States/Local Areas,Nevada,32,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",36.8,22.6 to 51.1,80
Pneumococcal,States/Local Areas,New Hampshire,33,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",NR,,14
Pneumococcal,States/Local Areas,New Jersey,34,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",31.7,25.0 to 38.4,482
Pneumococcal,States/Local Areas,New Mexico,35,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",45.7,26.7 to 64.8,41
Pneumococcal,States/Local Areas,New York,36,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",30.6,23.4 to 37.9,250
Pneumococcal,States/Local Areas,NY-City of New York,131,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",29.9,21.4 to 38.3,164
Pneumococcal,States/Local Areas,NY-Rest of state,132,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",30.6,17.1 to 44.0,69
Pneumococcal,States/Local Areas,North Carolina,37,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",24.7,19.6 to 29.8,519
Pneumococcal,States/Local Areas,North Dakota,38,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",NR,,9
Pneumococcal,States/Local Areas,Ohio,39,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",31.4,23.8 to 39.1,308
Pneumococcal,States/Local Areas,Oklahoma,40,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",27.5,18.7 to 36.3,187
Pneumococcal,States/Local Areas,Oregon,41,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",NR,,11
Pneumococcal,States/Local Areas,Pennsylvania,42,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",31.7,23.9 to 39.6,270
Pneumococcal,States/Local Areas,PA-Philadelphia,141,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",28.4,19.1 to 37.6,153
Pneumococcal,States/Local Areas,PA-Rest of state,142,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",36.6,23.5 to 49.7,107
Pneumococcal,HHS Regions/National,United States,100,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",30.6,29.0 to 32.3,11818
Pneumococcal,HHS Regions/National,Region 1,101,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",33.7,27.1 to 40.3,580
Pneumococcal,HHS Regions/National,Region 2,102,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",30.9,25.3 to 36.5,732
Pneumococcal,HHS Regions/National,Region 3,103,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",31.4,27.7 to 35.1,1897
Pneumococcal,HHS Regions/National,Region 4,104,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",27.0,24.6 to 29.3,4452
Pneumococcal,HHS Regions/National,Region 5,105,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",31.5,26.9 to 36.1,1467
Pneumococcal,HHS Regions/National,Region 6,106,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",35.6,30.4 to 40.9,1502
Pneumococcal,HHS Regions/National,Region 7,107,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",34.9,28.1 to 41.6,685
Pneumococcal,HHS Regions/National,Region 8,108,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",33.0,21.8 to 44.3,114
Pneumococcal,HHS Regions/National,Region 9,109,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",31.1,24.1 to 38.0,301
Pneumococcal,States/Local Areas,Rhode Island,44,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",32.7,16.1 to 49.3,54
Pneumococcal,States/Local Areas,South Carolina,45,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",29.3,24.8 to 33.7,997
Pneumococcal,States/Local Areas,South Dakota,46,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",NR,,8
Pneumococcal,States/Local Areas,Tennessee,47,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",12.0,5.7 to 18.4,193
Pneumococcal,States/Local Areas,Texas,48,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",42.8,33.6 to 52.0,291
Pneumococcal,States/Local Areas,TX-Bexar County,151,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",NR,,13
Pneumococcal,States/Local Areas,TX-City of Houston,152,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",43.5,28.1 to 58.8,84
Pneumococcal,States/Local Areas,TX-El Paso County,153,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",NR,,1
Pneumococcal,States/Local Areas,TX-Harris County,1521,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",43.5,28.1 to 58.8,84
Pneumococcal,States/Local Areas,TX-Rest of state,154,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",43.7,31.2 to 56.3,178
Pneumococcal,HHS Regions/National,Region 10,110,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",23.1,12.0 to 34.1,88
Pneumococcal,States/Local Areas,Utah,49,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",NR,,21
Pneumococcal,States/Local Areas,Vermont,50,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",NR,,11
Pneumococcal,States/Local Areas,Virginia,51,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",28.2,20.3 to 36.0,263
Pneumococcal,States/Local Areas,Washington,53,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",21.9,9.0 to 34.8,54
Pneumococcal,States/Local Areas,West Virginia,54,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",32.7,16.3 to 49.1,55
Pneumococcal,States/Local Areas,Wisconsin,55,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",38.0,22.9 to 53.2,159
Pneumococcal,States/Local Areas,Wyoming,56,2011,18-64 Years at Increased Risk,"Black, Non-Hispanic",NR,,11
Pneumococcal,States/Local Areas,Alabama,01,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",30.9,25.8 to 35.9,771
Pneumococcal,States/Local Areas,Alaska,02,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",NR,,21
Pneumococcal,States/Local Areas,Arizona,04,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",51.6,31.1 to 72.2,34
Pneumococcal,States/Local Areas,Arkansas,05,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",30.5,22.3 to 38.6,259
Pneumococcal,States/Local Areas,California,06,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",39.0,28.5 to 49.5,152
Pneumococcal,States/Local Areas,Colorado,08,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",29.3,15.6 to 43.0,67
Pneumococcal,States/Local Areas,Connecticut,09,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",36.9,26.5 to 47.3,163
Pneumococcal,States/Local Areas,Delaware,10,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",36.5,28.7 to 44.3,227
Pneumococcal,States/Local Areas,District of Columbia,11,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",29.1,23.4 to 34.8,460
Pneumococcal,States/Local Areas,Florida,12,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",26.2,17.4 to 35.1,191
Pneumococcal,States/Local Areas,Georgia,13,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",33.1,27.1 to 39.1,425
Pneumococcal,States/Local Areas,Hawaii,15,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",NR,,22
Pneumococcal,States/Local Areas,Idaho,16,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",NR,,3
Pneumococcal,States/Local Areas,Illinois,17,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",33.9,23.1 to 44.7,138
Pneumococcal,States/Local Areas,IL-City of Chicago,171,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",31.8,18.5 to 45.1,79
Pneumococcal,States/Local Areas,IL-Cook County,1711,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",31.8,18.5 to 45.1,79
Pneumococcal,States/Local Areas,IL-Rest of state,172,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",32.3,14.6 to 50.0,57
Pneumococcal,States/Local Areas,Indiana,18,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",32.2,24.1 to 40.4,288
Pneumococcal,States/Local Areas,Iowa,19,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",42.8,22.6 to 63.1,30
Pneumococcal,States/Local Areas,Kansas,20,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",23.9,14.0 to 33.8,152
Pneumococcal,States/Local Areas,Kentucky,21,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",34.1,24.6 to 43.5,352
Pneumococcal,States/Local Areas,Louisiana,22,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",27.4,22.6 to 32.1,837
Pneumococcal,States/Local Areas,Maine,23,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",NR,,12
Pneumococcal,States/Local Areas,Maryland,24,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",25.2,20.3 to 30.0,648
Pneumococcal,States/Local Areas,Massachusetts,25,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",30.6,22.6 to 38.7,307
Pneumococcal,States/Local Areas,Michigan,26,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",26.0,20.2 to 31.7,526
Pneumococcal,States/Local Areas,Minnesota,27,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",17.7,9.4 to 26.0,143
Pneumococcal,States/Local Areas,Mississippi,28,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",24.7,20.7 to 28.7,866
Pneumococcal,States/Local Areas,Missouri,29,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",31.6,23.5 to 39.8,288
Pneumococcal,States/Local Areas,Montana,30,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",NR,,9
Pneumococcal,States/Local Areas,Nebraska,31,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",36.3,26.1 to 46.5,159
Pneumococcal,States/Local Areas,Nevada,32,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",24.0,12.1 to 35.9,58
Pneumococcal,States/Local Areas,New Hampshire,33,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",NR,,11
Pneumococcal,States/Local Areas,New Jersey,34,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",28.7,22.8 to 34.6,502
Pneumococcal,States/Local Areas,New Mexico,35,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",NR,,27
Pneumococcal,States/Local Areas,New York,36,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",36.4,25.1 to 47.7,135
Pneumococcal,States/Local Areas,NY-City of New York,131,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",37.0,19.6 to 54.4,65
Pneumococcal,States/Local Areas,NY-Rest of state,132,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",34.9,19.9 to 49.9,59
Pneumococcal,States/Local Areas,North Carolina,37,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",28.6,24.2 to 33.1,656
Pneumococcal,States/Local Areas,North Dakota,38,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",NR,,9
Pneumococcal,States/Local Areas,Ohio,39,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",36.0,29.0 to 42.9,355
Pneumococcal,States/Local Areas,Oklahoma,40,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",31.6,22.9 to 40.3,154
Pneumococcal,States/Local Areas,Oregon,41,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",NR,,16
Pneumococcal,States/Local Areas,Pennsylvania,42,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",32.2,26.6 to 37.9,477
Pneumococcal,States/Local Areas,PA-Philadelphia,141,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",32.6,25.2 to 39.9,251
Pneumococcal,States/Local Areas,PA-Rest of state,142,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",32.4,23.3 to 41.6,207
Pneumococcal,HHS Regions/National,United States,100,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",31.4,29.8 to 33.0,12147
Pneumococcal,HHS Regions/National,Region 1,101,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",33.9,27.8 to 40.0,542
Pneumococcal,HHS Regions/National,Region 2,102,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",33.9,26.0 to 41.8,637
Pneumococcal,HHS Regions/National,Region 3,103,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",32.2,29.0 to 35.3,2171
Pneumococcal,HHS Regions/National,Region 4,104,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",28.9,26.4 to 31.3,4604
Pneumococcal,HHS Regions/National,Region 5,105,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",31.7,27.7 to 35.6,1594
Pneumococcal,HHS Regions/National,Region 6,106,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",29.6,25.3 to 34.0,1484
Pneumococcal,HHS Regions/National,Region 7,107,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",31.6,25.5 to 37.7,629
Pneumococcal,HHS Regions/National,Region 8,108,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",30.6,18.8 to 42.4,114
Pneumococcal,HHS Regions/National,Region 9,109,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",39.3,30.5 to 48.0,266
Pneumococcal,States/Local Areas,Rhode Island,44,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",NR,,46
Pneumococcal,States/Local Areas,South Carolina,45,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",29.4,25.1 to 33.7,1030
Pneumococcal,States/Local Areas,South Dakota,46,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",NR,,11
Pneumococcal,States/Local Areas,Tennessee,47,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",24.1,17.9 to 30.4,313
Pneumococcal,States/Local Areas,Texas,48,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",30.6,22.8 to 38.5,207
Pneumococcal,States/Local Areas,TX-Bexar County,151,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",NR,,8
Pneumococcal,States/Local Areas,TX-City of Houston,152,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",NR,,38
Pneumococcal,States/Local Areas,TX-El Paso County,153,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",NR,,6
Pneumococcal,States/Local Areas,TX-Harris County,1521,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",NR,,38
Pneumococcal,States/Local Areas,TX-Rest of state,154,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",37.8,26.7 to 48.8,131
Pneumococcal,HHS Regions/National,Region 10,110,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",53.7,41.7 to 65.7,106
Pneumococcal,States/Local Areas,Utah,49,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",NR,,13
Pneumococcal,States/Local Areas,Vermont,50,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",NR,,3
Pneumococcal,States/Local Areas,Virginia,51,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",38.9,31.8 to 46.1,307
Pneumococcal,States/Local Areas,Washington,53,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",58.0,44.3 to 71.7,66
Pneumococcal,States/Local Areas,West Virginia,54,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",32.1,17.9 to 46.3,52
Pneumococcal,States/Local Areas,Wisconsin,55,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",37.5,23.1 to 51.8,144
Pneumococcal,States/Local Areas,Wyoming,56,2012,18-64 Years at Increased Risk,"Black, Non-Hispanic",NR,,5
Pneumococcal,States/Local Areas,Alabama,01,2013,18-64 Years at Increased Risk,"Black, Non-Hispanic",25.2,19.9 to 30.5,466
